,filename,class,width,height,frames_per_second,num_frames,num_roles_in_video,class_selected(count>20),selected
122,Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,92,7.0,0,False
123,Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,78,5.0,0,False
124,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,50,1.0,0,False
125,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,98,1.0,0,False
126,CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,89,1.0,0,False
127,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,70,6.0,0,False
128,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,79,5.0,0,False
129,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,79,11.0,0,False
130,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,79,8.0,0,False
131,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,79,5.0,0,False
132,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_5.avi,cartwheel,320,240,30.0,79,3.0,0,False
133,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,320,240,30.0,80,13.0,0,False
134,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,80,10.0,0,False
135,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel,320,240,30.0,80,14.0,0,False
136,Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel,320,240,30.0,70,8.0,0,False
137,Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_1.avi,cartwheel,320,240,30.0,80,10.0,0,False
138,Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_cartwheel_f_cm_np1_le_bad_1.avi,cartwheel,320,240,30.0,91,3.0,0,False
139,DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,416,240,30.0,79,1.0,0,False
140,Ein_guter_Radschlag_cartwheel_f_cm_np1_ba_med_5.avi,cartwheel,288,240,30.0,78,6.0,0,False
141,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0.avi,cartwheel,288,240,30.0,55,,0,False
142,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_3.avi,cartwheel,288,240,30.0,63,2.0,0,False
143,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi,cartwheel,288,240,30.0,78,,0,False
144,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_2.avi,cartwheel,288,240,30.0,72,,0,False
145,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi,cartwheel,288,240,30.0,77,14.0,0,False
146,Estrela_mini_kelly_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,47,2.0,0,False
147,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,176,240,30.0,80,3.0,0,False
148,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,176,240,30.0,80,1.0,0,False
149,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,176,240,30.0,80,2.0,0,False
150,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,176,240,30.0,80,2.0,0,False
151,Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1.avi,cartwheel,304,240,30.0,102,16.0,0,False
152,Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,304,240,30.0,83,8.0,0,False
153,Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi,cartwheel,416,240,30.0,112,18.0,0,False
154,Handstandk_nig_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,54,18.0,0,False
155,Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,78,8.0,0,False
156,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,88,1.0,0,False
157,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,83,1.0,0,False
158,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1.avi,cartwheel,320,240,30.0,100,3.0,0,False
159,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2.avi,cartwheel,320,240,30.0,102,2.0,0,False
160,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_ri_med_0.avi,cartwheel,320,240,30.0,102,,0,False
161,Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,81,5.0,0,False
162,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,45,7.0,0,False
163,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_5.avi,cartwheel,320,240,30.0,39,,0,False
164,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,41,6.0,0,False
165,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,42,2.0,0,False
166,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel,320,240,30.0,80,,0,False
167,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,81,2.0,0,False
168,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_5.avi,cartwheel,320,240,30.0,79,3.0,0,False
169,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_6.avi,cartwheel,320,240,30.0,77,4.0,0,False
170,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,80,,0,False
171,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,80,8.0,0,False
172,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,81,,0,False
173,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_7.avi,cartwheel,320,240,30.0,78,5.0,0,False
174,Lynn_en_Chelsea_Turnen_cartwheel_f_cm_np2_le_med_0.avi,cartwheel,320,240,30.0,63,8.0,0,False
175,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,43,2.0,0,False
176,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,45,2.0,0,False
177,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,44,,0,False
178,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,43,,0,False
179,Monica_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,89,14.0,0,False
180,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,83,47.0,0,False
181,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,81,43.0,0,False
182,Parada_de_mao_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel,320,240,30.0,79,,0,False
183,Parada_de_mao_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,320,240,30.0,75,3.0,0,False
184,Parada_de_mao_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,79,,0,False
185,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_3_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,80,22.0,0,False
186,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_4_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,80,1.0,0,False
187,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,80,22.0,0,False
188,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_6.avi,cartwheel,320,240,30.0,84,10.0,0,False
189,Sabine_en_Lieke_Turnen_3_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel,320,240,30.0,131,14.0,0,False
190,Simon_Bodenturnen_cartwheel_f_cm_np1_ba_med_2.avi,cartwheel,320,240,30.0,45,11.0,0,False
191,Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel,320,240,30.0,42,12.0,0,False
192,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,60,12.0,0,False
193,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,96,27.0,0,False
194,Turnk_r_Pippi_Michel_cartwheel_f_cm_np2_le_med_6.avi,cartwheel,320,240,30.0,84,10.0,0,False
195,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel,320,240,30.0,103,20.0,0,False
196,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0.avi,cartwheel,320,240,30.0,92,2.0,0,False
197,anna_turnen_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel,320,240,30.0,84,3.0,0,False
198,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,424,240,30.0,47,11.0,0,False
199,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,424,240,30.0,46,7.0,0,False
200,cartwheel_challange_cartwheel_f_cm_np2_le_med_0.avi,cartwheel,320,240,30.0,69,4.0,0,False
201,cartwheel_challange_cartwheel_f_cm_np2_le_med_1.avi,cartwheel,320,240,30.0,59,6.0,0,False
202,cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi,cartwheel,320,240,30.0,79,5.0,0,False
203,cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi,cartwheel,320,240,30.0,79,15.0,0,False
204,gimnasia_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,119,8.0,0,False
