,filename,class,width,height,frames_per_second,num_frames
34,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,brush_hair,320,240,30.0,331
35,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,334
36,Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,470
37,Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,255
38,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,320,240,30.0,212
39,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,320,240,30.0,420
40,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,222
41,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,brush_hair,320,240,30.0,179
42,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,526
43,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2.avi,brush_hair,320,240,30.0,322
44,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0.avi,brush_hair,320,240,30.0,406
45,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair,320,240,30.0,202
46,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair,320,240,30.0,131
47,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,129
48,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,257
49,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1.avi,brush_hair,320,240,30.0,339
50,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,411
51,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,279
52,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair,320,240,30.0,305
53,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0.avi,brush_hair,320,240,30.0,411
54,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1.avi,brush_hair,320,240,30.0,220
55,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,brush_hair,320,240,30.0,220
56,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1.avi,brush_hair,320,240,30.0,97
57,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,brush_hair,320,240,30.0,370
58,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0.avi,brush_hair,320,240,30.0,340
59,My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,brush_hair,320,240,30.0,395
60,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1.avi,brush_hair,352,240,30.0,348
61,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0.avi,brush_hair,352,240,30.0,348
62,Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2.avi,brush_hair,352,240,30.0,541
63,Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26.avi,brush_hair,352,240,30.0,142
64,Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10.avi,brush_hair,352,240,30.0,276
65,Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,brush_hair,352,240,30.0,268
66,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,387
67,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1.avi,brush_hair,320,240,30.0,177
68,Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,306
69,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0.avi,brush_hair,320,240,30.0,461
70,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_1.avi,brush_hair,320,240,30.0,424
71,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2.avi,brush_hair,320,240,30.0,348
72,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,320,240,30.0,264
73,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,320,240,30.0,239
74,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair,320,240,30.0,418
75,atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_0.avi,brush_hair,320,240,30.0,157
76,atempting_to_brush_my_hair_brush_hair_u_nm_np2_le_goo_1.avi,brush_hair,320,240,30.0,130
77,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,320,240,30.0,456
78,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,320,240,30.0,144
79,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair,320,240,30.0,215
80,brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,brush_hair,416,240,30.0,458
81,brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,brush_hair,416,240,30.0,260
82,brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,brush_hair,416,240,30.0,243
83,brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,brush_hair,320,240,30.0,201
84,brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,brush_hair,320,240,30.0,163
85,brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,brush_hair,320,240,30.0,178
86,brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,brush_hair,320,240,30.0,231
87,brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,brush_hair,320,240,30.0,153
88,brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,brush_hair,320,240,30.0,147
89,brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,brush_hair,320,240,30.0,282
90,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,brush_hair,320,240,30.0,268
91,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair,320,240,30.0,410
92,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2.avi,brush_hair,320,240,30.0,276
93,can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,brush_hair,320,240,30.0,382
94,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0.avi,brush_hair,320,240,30.0,490
95,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair,320,240,30.0,307
96,long_hair_Christa__brush_hair_u_nm_np1_le_goo_0.avi,brush_hair,320,240,30.0,164
97,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,320,240,30.0,116
98,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,320,240,30.0,246
99,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1.avi,brush_hair,320,240,30.0,189
100,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair,320,240,30.0,382
101,rebecca_golden_hair_brush_hair_h_nm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,259
102,red_head_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair,320,240,30.0,276
103,red_head_brush_hair_u_cm_np1_fr_goo_1.avi,brush_hair,320,240,30.0,79
104,red_head_brush_hair_u_cm_np1_le_goo_2.avi,brush_hair,320,240,30.0,185
105,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_0.avi,brush_hair,320,240,30.0,123
106,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_1.avi,brush_hair,320,240,30.0,78
107,(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,85
108,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8.avi,cartwheel,320,240,30.0,45
109,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.avi,cartwheel,320,240,30.0,50
110,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4.avi,cartwheel,320,240,30.0,49
111,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_5.avi,cartwheel,320,240,30.0,47
112,Aerial_Cartwheel_Tutorial_By_Jujimufu_cartwheel_f_nm_np1_ri_med_0.avi,cartwheel,320,240,30.0,94
113,Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,43
114,Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,45
115,Beim_Radschlag_Hose_gerissen_(Nick)_xD_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,80
116,Boden_bung_Spoho_Eignungspr_fung_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,336,240,30.0,79
117,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,288,240,30.0,41
118,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,288,240,30.0,43
119,Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5.avi,cartwheel,288,240,30.0,41
120,Bodenturnen_2004_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,288,240,30.0,43
121,Bodenturnen_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,124
122,Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,92
123,Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,78
124,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,50
125,Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,98
126,CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,89
127,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,70
128,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,79
129,Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,79
130,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,79
131,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,79
132,Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_5.avi,cartwheel,320,240,30.0,79
133,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,320,240,30.0,80
134,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,80
135,Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel,320,240,30.0,80
136,Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel,320,240,30.0,70
137,Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_1.avi,cartwheel,320,240,30.0,80
138,Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_cartwheel_f_cm_np1_le_bad_1.avi,cartwheel,320,240,30.0,91
139,DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,416,240,30.0,79
140,Ein_guter_Radschlag_cartwheel_f_cm_np1_ba_med_5.avi,cartwheel,288,240,30.0,78
141,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0.avi,cartwheel,288,240,30.0,55
142,Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_3.avi,cartwheel,288,240,30.0,63
143,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi,cartwheel,288,240,30.0,78
144,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_2.avi,cartwheel,288,240,30.0,72
145,Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi,cartwheel,288,240,30.0,77
146,Estrela_mini_kelly_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,47
147,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,176,240,30.0,80
148,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,176,240,30.0,80
149,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,176,240,30.0,80
150,Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,176,240,30.0,80
151,Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1.avi,cartwheel,304,240,30.0,102
152,Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,304,240,30.0,83
153,Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi,cartwheel,416,240,30.0,112
154,Handstandk_nig_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,54
155,Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,78
156,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,88
157,How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,83
158,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1.avi,cartwheel,320,240,30.0,100
159,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_2.avi,cartwheel,320,240,30.0,102
160,How_to_do_a_Cartwheel_cartwheel_f_nm_np1_ri_med_0.avi,cartwheel,320,240,30.0,102
161,Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,81
162,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,45
163,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_le_med_5.avi,cartwheel,320,240,30.0,39
164,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,41
165,Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,42
166,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel,320,240,30.0,80
167,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,81
168,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_5.avi,cartwheel,320,240,30.0,79
169,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_6.avi,cartwheel,320,240,30.0,77
170,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,80
171,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,80
172,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_2.avi,cartwheel,320,240,30.0,81
173,Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_7.avi,cartwheel,320,240,30.0,78
174,Lynn_en_Chelsea_Turnen_cartwheel_f_cm_np2_le_med_0.avi,cartwheel,320,240,30.0,63
175,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,320,240,30.0,43
176,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,45
177,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,44
178,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,43
179,Monica_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,320,240,30.0,89
180,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,83
181,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,81
182,Parada_de_mao_cartwheel_f_cm_np1_ba_med_1.avi,cartwheel,320,240,30.0,79
183,Parada_de_mao_cartwheel_f_cm_np1_fr_med_2.avi,cartwheel,320,240,30.0,75
184,Parada_de_mao_cartwheel_f_cm_np1_fr_med_3.avi,cartwheel,320,240,30.0,79
185,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_3_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,80
186,Projekt_SPOHO_2008_-_27_02_08_-_Training-_Bodenk_r_4_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,80
187,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,80
188,Rush_Hour_4_Turnk_r_cartwheel_f_cm_np1_le_med_6.avi,cartwheel,320,240,30.0,84
189,Sabine_en_Lieke_Turnen_3_cartwheel_f_cm_np2_fr_med_0.avi,cartwheel,320,240,30.0,131
190,Simon_Bodenturnen_cartwheel_f_cm_np1_ba_med_2.avi,cartwheel,320,240,30.0,45
191,Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4.avi,cartwheel,320,240,30.0,42
192,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4.avi,cartwheel,320,240,30.0,60
193,Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,96
194,Turnk_r_Pippi_Michel_cartwheel_f_cm_np2_le_med_6.avi,cartwheel,320,240,30.0,84
195,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel,320,240,30.0,103
196,Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0.avi,cartwheel,320,240,30.0,92
197,anna_turnen_cartwheel_f_cm_np1_le_bad_0.avi,cartwheel,320,240,30.0,84
198,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_0.avi,cartwheel,424,240,30.0,47
199,boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_2.avi,cartwheel,424,240,30.0,46
200,cartwheel_challange_cartwheel_f_cm_np2_le_med_0.avi,cartwheel,320,240,30.0,69
201,cartwheel_challange_cartwheel_f_cm_np2_le_med_1.avi,cartwheel,320,240,30.0,59
202,cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi,cartwheel,320,240,30.0,79
203,cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi,cartwheel,320,240,30.0,79
204,gimnasia_cartwheel_f_cm_np1_le_med_3.avi,cartwheel,320,240,30.0,119
205,how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,90
206,jenny_~_rad_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,74
207,lea_kann_radschlag_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,91
208,park_cartwheel_f_cm_np1_ba_med_0.avi,cartwheel,320,240,30.0,79
209,turnles!!_cartwheel_f_cm_np1_ri_med_0.avi,cartwheel,320,240,30.0,62
210,turnles!!_cartwheel_f_cm_np1_ri_med_1.avi,cartwheel,320,240,30.0,56
211,turnles!!_cartwheel_f_cm_np1_ri_med_3.avi,cartwheel,320,240,30.0,80
212,turnles!!_cartwheel_f_cm_np1_ri_med_4.avi,cartwheel,320,240,30.0,80
213,turnles!!_cartwheel_f_cm_np1_ri_med_6.avi,cartwheel,320,240,30.0,53
214,96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0.avi,catch,320,240,30.0,62
215,Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_le_goo_0.avi,catch,320,240,30.0,39
216,Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_ri_med_1.avi,catch,320,240,30.0,41
217,Ballfangen_catch_u_cm_np1_fr_goo_0.avi,catch,320,240,30.0,54
218,Ballfangen_catch_u_cm_np1_fr_goo_1.avi,catch,320,240,30.0,37
219,Ballfangen_catch_u_cm_np1_fr_goo_2.avi,catch,320,240,30.0,37
220,Behinderten_Sport_part_2_catch_f_cm_np1_fr_bad_0.avi,catch,320,240,30.0,32
221,Behinderten_Sport_part_2_catch_f_cm_np1_ri_bad_1.avi,catch,320,240,30.0,33
222,Faith_Rewarded_catch_f_cm_np1_fr_med_10.avi,catch,416,240,30.0,45
223,Fangen_und_Werfen_catch_u_nm_np1_fr_bad_0.avi,catch,320,240,30.0,34
224,Finding_Forrester_3_catch_f_nm_np2_ba_med_7.avi,catch,352,240,30.0,78
225,Finding_Forrester_3_catch_u_cm_np1_fr_goo_11.avi,catch,352,240,30.0,42
226,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_0.avi,catch,416,240,30.0,31
227,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_2.avi,catch,416,240,30.0,34
228,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_4.avi,catch,416,240,30.0,34
229,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_1.avi,catch,416,240,30.0,34
230,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3.avi,catch,416,240,30.0,36
231,Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5.avi,catch,416,240,30.0,34
232,Frisbee_catch_f_cm_np1_fr_bad_2.avi,catch,320,240,30.0,37
233,Frisbee_catch_f_cm_np1_ri_med_0.avi,catch,320,240,30.0,48
234,Frisbee_catch_f_cm_np1_ri_med_1.avi,catch,320,240,30.0,54
